tweet,id,date,time,username,replies_count,retweets_count,likes_count
"Congratulations to Wyo’s own Rob Wallace on his Senate confirmation as Assistant Secretary for Fish, Wildlife and Parks at the Dept. of @Interior! I look forward to working with him to continue the progress the Trump administration is making for WY. https://k2radio.com/breaking-u-s-senate-confirms-wyomingite-rob-wallace-to-interior-post/ …",1144669364538486785,2019-06-28,18:10:18,replizcheney,20,12,62
America is facing a humanitarian & security crisis on our border. Speaker Pelosi should be ashamed she wasted so much time playing politics. I’m pleased the House was finally able to vote today on bipartisan legislation that will provide the crucial resources needed at our border,1144385609533919234,2019-06-27,23:22:45,replizcheney,37,33,143
So proud of our @wyoguard https://twitter.com/wyoguard/status/1142795700054323201 …,1143279444024537089,2019-06-24,22:07:15,replizcheney,16,3,43
"Always a joy to meet with Clarene Law and her granddaughter. We discussed how GOP #TaxCuts are helping small business S-Corps in WY grow & create jobs. We must make these beneficial provisions of the bill permanent, which is why I cosponsored the ""Main Street Tax Certainty Act."" pic.twitter.com/IH8y6xksPg",1141745492214390789,2019-06-20,16:31:52,replizcheney,59,5,37
"Great meeting w/ the WY Association of Music Education to discuss Title IV-A, a program that gives local school districts flexibility to use federal $ to best meet the needs of their schools. Parents & teachers in WY know best how to support their students, not bureaucrats in DC. pic.twitter.com/VdE8f4Uz1y",1141733721068003330,2019-06-20,15:45:06,replizcheney,15,5,33
"It was great to meet with @4HWyoming members from across the state who were in Washington, D.C. for the annual @4H leadership program. I’m always encouraged to see young men and women who are committed to giving back to their schools and communities in remarkable ways. pic.twitter.com/03Qz5ZZYje",1141417897425821698,2019-06-19,18:50:07,replizcheney,23,5,50
"Happy Birthday, @USArmy! Thank you for 244 years of defending our freedom and protecting our nation. pic.twitter.com/qETdOvT5pA",1139576985120755712,2019-06-14,16:55:00,replizcheney,48,20,66
"Today we honor our nation’s symbol of freedom, liberty, and unity. May we always remain grateful for those who have fought throughout history to protect it. #FlagDay pic.twitter.com/TgkiGQCzE3",1139559369253634049,2019-06-14,15:45:00,replizcheney,28,14,64
"Yesterday, I joined the majority of my @HASCRepublicans colleagues in voting against the Dems' partisan #FY20NDAA. Their reckless proposal included provisions to disarm key elements of America's defenses while our adversaries continue to grow stronger.  https://cheney.house.gov/2019/06/13/cheney-statement-on-ndaa-markup/ … pic.twitter.com/QzLcQv4wX2",1139540858158690305,2019-06-14,14:31:26,replizcheney,28,16,34
We had another great “Wyoming Wednesday” today. Thank you to so many constituents from across our great state for taking the time to discuss issues impacting us at home. pic.twitter.com/XE6BXVLqRF,1138909615595409409,2019-06-12,20:43:06,replizcheney,17,8,42
"It was great to sit down with Linda Schiffer and others from Wyoming Agri-Women today. Our agriculture industry is central to Wyoming’s way of life, and I will continue fighting every day for the farmers and ranchers who are at the heart of our economy. pic.twitter.com/j3BNc1NdeK",1138545390398136320,2019-06-11,20:35:48,replizcheney,12,8,36
"On June 6, 1944, brave young Americans and our allies stormed the beaches of Normandy, went forward into battle and saved civilization. 75 years later, we honor the selfless service and sacrifice that characterizes the 'Greatest Generation.' pic.twitter.com/uL1Olh4aku",1136605153136599040,2019-06-06,12:06:00,replizcheney,30,20,110
